RowNumber,Age,Balance,CreditScore,EstimatedSalary,NumOfProducts,IsActiveMember,Tenure,Geography,Gender,HasCrCard,Exited
7508,44,119530.52,576,119056.68,1,0,9,Germany,Male,1,1
7509,54,118614.6,566,172601.62,2,1,4,Germany,Male,1,0
7510,37,95829.13,545,104936.88,2,1,9,Germany,Male,0,0
7511,36,0,798,159044.1,2,1,1,France,Male,1,0
7512,38,0,757,83263.06,1,0,0,France,Male,1,0
7513,50,153590.73,641,130910.78,2,1,6,France,Male,1,0
7514,29,0,718,126336.72,1,0,2,France,Male,1,0
7515,64,113109.52,699,27980.8,1,0,9,France,Male,1,1
7516,35,130557.24,623,47880.71,1,1,0,France,Female,1,0
7517,40,93183.19,644,73882.49,1,0,8,France,Male,1,0
7518,58,151933.63,586,162960.05,1,0,7,France,Male,1,1
7519,30,125495.64,500,68807.47,2,1,2,Germany,Male,1,0
7520,42,0,583,144039.05,2,0,7,France,Female,1,0
7521,26,118547.72,595,151192.18,1,1,8,Germany,Female,1,0
7522,43,97792.21,670,120225.62,1,0,1,Spain,Male,0,0
7523,41,0,610,56118.81,3,0,6,France,Male,0,1
7524,72,0,814,130853.03,2,1,2,Spain,Female,0,0
7525,40,167181.01,660,185156.94,1,1,8,France,Female,1,0
7526,35,121355.19,580,35671.45,1,1,9,Germany,Male,0,0
7527,81,0,850,59568.24,2,1,1,France,Female,1,0
7528,35,0,676,139911.58,2,0,0,Spain,Male,0,0
7529,46,113226.47,578,56770.76,1,0,5,France,Male,1,0
7530,33,118392.75,579,157564.75,1,1,1,France,Female,1,0
7531,52,145262.54,711,131473.31,1,1,8,Germany,Female,0,0
7532,40,163505.16,692,90424.09,1,0,6,France,Male,0,0
7533,33,118114.28,760,156660.21,2,1,1,Spain,Female,0,0
7534,51,108449.23,630,88372.69,3,0,0,Germany,Female,0,1
7535,32,0,808,46200.71,2,1,1,France,Male,1,0
7536,36,103294.56,611,160548.12,1,0,10,Germany,Female,1,0
7537,42,0,697,1262.83,1,0,1,France,Female,1,1
7538,38,0,655,188639.28,1,1,6,France,Female,1,0
7539,28,0,601,14665.28,2,0,6,Spain,Male,1,0
7540,42,119919.12,755,156868.21,1,0,2,France,Male,1,0
7541,37,0,553,30461.55,1,0,1,France,Male,1,0
7542,28,0,723,123885.88,2,1,4,France,Male,1,0
7543,34,0,507,60688.38,2,1,4,Spain,Female,1,0
7544,43,0,777,21785.91,2,0,1,France,Male,1,0
7545,34,0,566,188135.69,1,0,3,France,Male,0,0
7546,26,0,732,154364.66,2,0,7,France,Male,1,0
7547,42,0,697,61312.15,2,0,10,France,Female,1,0
7548,29,128744.04,555,47454.93,1,1,4,France,Male,1,0
7549,62,137727.34,584,121102.9,2,1,9,Germany,Female,0,0
7550,44,106731.58,705,137419.87,1,0,10,Germany,Female,1,1
7551,38,123544.21,688,157664.02,1,1,7,France,Female,1,0
7552,37,133968.96,626,148689.65,2,0,2,France,Female,1,0
7553,76,126534.6,636,39789.62,1,1,9,Spain,Male,1,0
7554,35,0,719,165162.4,1,1,8,Spain,Female,1,0
7555,30,87609.68,706,137674.55,2,0,6,Spain,Male,0,1
7556,41,0,731,101371.72,2,0,3,Spain,Male,1,0
7557,49,0,738,65066.48,3,1,3,Spain,Male,1,1
7558,34,0,426,107876.91,2,0,9,France,Male,1,0
7559,36,108960,622,111180.3,2,0,0,Spain,Female,1,1
7560,30,0,701,115650.63,2,0,2,Spain,Female,1,0
7561,51,144953.31,512,165035.17,1,1,6,France,Male,1,0
7562,41,103544.88,635,193746.55,2,0,4,France,Male,1,0
7563,33,0,685,58458.26,1,0,6,France,Male,1,0
7564,53,0,609,52332.85,2,1,7,France,Male,0,0
7565,38,101487.18,598,75959.1,1,1,1,Germany,Male,1,1
7566,52,105355.81,708,123.07,1,0,10,France,Male,1,1
7567,36,77967.5,574,167066.95,1,0,4,Spain,Male,1,1
7568,44,0,629,117572.59,4,0,5,France,Male,0,1
7569,54,0,422,7166.71,2,1,4,Spain,Female,1,0
7570,28,120047.77,656,137173.39,1,1,8,Spain,Male,1,0
7571,32,175464.85,697,116442.42,3,0,7,France,Male,1,1
7572,52,79475.3,718,32421.32,3,1,8,France,Male,1,1
7573,37,167735.69,586,104665.79,2,1,8,Germany,Male,0,0
7574,37,0,481,44215.86,2,0,8,Spain,Female,1,0
7575,33,74385.98,749,20164.47,1,0,1,France,Female,1,0
7576,49,94754,561,26691.31,1,1,5,Germany,Male,1,0
7577,27,0,676,107955.67,1,1,4,Spain,Male,0,0
7578,43,86920.86,615,150048.37,1,1,3,Germany,Male,1,0
7579,39,132077.48,582,192255.15,2,0,1,France,Female,1,0
7580,40,127847.86,601,173245.68,1,0,10,France,Male,0,0
7581,34,0,708,121457.88,1,1,3,France,Male,0,1
7582,42,176702.36,708,104804.74,2,1,9,Germany,Male,1,0
7583,33,83555.58,797,69767.14,1,0,10,Germany,Female,0,0
7584,26,0,682,178373.43,2,0,8,France,Male,1,0
7585,39,0,694,99924.04,2,0,9,Spain,Female,0,0
7586,40,0,490,49594.19,1,1,1,France,Female,1,1
7587,42,0,828,186071.14,1,1,10,Spain,Male,1,0
7588,38,96858.35,594,77511.45,1,0,7,Spain,Female,1,0
7589,33,0,579,54816.57,2,1,1,Spain,Male,1,0
7590,35,0,723,61290.99,2,1,0,France,Female,0,0
7591,42,132796.04,619,191821.35,3,1,8,Germany,Female,1,1
7592,30,154970.54,794,156768.45,1,1,1,Spain,Female,0,0
7593,44,88902.21,674,73731.32,1,0,3,Germany,Male,1,0
7594,28,98738.92,418,122190.22,1,0,7,France,Male,1,0
7595,33,0,502,123509.01,2,1,8,France,Male,1,0
7596,50,0,678,8199.5,1,0,6,France,Female,1,0
7597,40,137456.28,599,14113.11,2,1,10,Germany,Male,1,0
7598,29,0,736,51705.01,2,0,4,France,Male,0,0
7599,60,73937.02,430,161937.62,1,0,7,France,Female,1,1
7600,45,158621.04,537,120892.96,1,0,7,France,Female,1,1
7601,30,113257.2,683,65035.02,1,1,1,Spain,Male,1,0
7602,31,0,828,164257.37,1,1,9,France,Male,0,0
7603,29,116536.43,691,51987.99,1,0,9,France,Female,1,0
7604,28,0,608,10899.63,2,0,4,Spain,Female,1,1
7605,60,101070.69,691,177355.8,1,0,6,France,Female,1,1
7606,39,0,718,63889.1,2,1,6,Spain,Male,0,0
7607,31,127331.46,680,176433.6,3,1,3,Germany,Female,1,0
7608,41,0,838,81313.51,2,0,5,Spain,Female,1,0
7609,31,0,695,13998.88,2,1,5,Spain,Female,0,0
7610,46,105969.42,681,5771.56,1,0,0,France,Male,1,0
7611,36,119547.46,762,42693.65,1,1,5,France,Male,1,0
7612,38,0,751,90839.61,2,0,7,Spain,Male,0,0
7613,28,138668.18,678,54144.01,1,1,5,Spain,Male,1,0
7614,37,51582.5,634,184312.88,2,1,7,France,Female,1,0
7615,37,0,749,20306.79,2,0,7,France,Male,1,0
7616,37,169902.92,590,128256.18,1,1,6,Spain,Male,1,0
7617,27,87262.4,610,182720.07,2,0,4,France,Female,1,0
7618,33,0,502,4082.52,2,1,7,France,Male,0,0
7619,40,0,578,102233.73,2,0,7,France,Female,0,0
7620,32,0,547,132002.83,2,0,2,France,Female,1,0
7621,27,0,579,126838.7,2,0,9,France,Female,1,0
7622,39,0,661,181461.46,2,0,5,France,Male,0,0
7623,46,0,794,195325.74,2,0,6,France,Male,1,0
7624,61,0,719,29132.43,2,1,5,France,Male,0,0
7625,69,0,728,131804.86,2,1,1,France,Female,1,0
7626,19,150348.37,598,173784.04,1,1,3,Germany,Male,1,0
7627,46,115074.02,822,26249.86,2,0,3,Germany,Female,1,0
7628,40,0,670,182650.15,1,1,3,Spain,Female,1,0
7629,28,99986.98,850,196582.55,1,0,8,France,Male,1,0
7630,68,110357,723,141977.54,1,0,3,Germany,Female,0,1
7631,42,166685.92,705,55313.51,2,1,8,Germany,Male,1,0
7632,40,95312.8,677,62944.75,1,1,7,Spain,Male,1,0
7633,43,202443.47,736,72375.03,1,0,4,France,Male,1,0
7634,47,109493.62,661,188324.01,1,0,0,Germany,Female,0,1
7635,38,88977.39,501,133403.07,2,1,9,Germany,Male,0,0
7636,29,104982.57,516,157378.5,1,0,2,France,Female,1,0
7637,59,154110.99,517,101240.08,2,0,8,Germany,Female,1,1
7638,32,185714.28,766,102502.5,1,1,6,France,Male,1,0
7639,23,116022.53,520,37577.66,2,1,3,Germany,Female,1,0
7640,46,0,541,83456.67,2,1,6,France,Male,1,0
7641,34,164011.48,790,199420.41,1,0,2,Germany,Female,1,0
7642,31,0,797,24748.89,2,1,9,France,Male,1,0
7643,40,101514.89,811,121765,1,1,1,France,Male,1,0
7644,32,0,722,113666.48,2,1,4,Spain,Female,1,0
7645,28,0,675,134110.93,1,0,9,France,Male,1,0
7646,39,134599.33,660,183095.87,2,0,9,Germany,Male,1,0
7647,32,147511.26,566,159891.03,1,1,10,Spain,Male,1,0
7648,25,78396.08,768,8316.19,1,1,0,France,Male,1,0
7649,31,0,610,63736.36,2,0,5,Spain,Female,0,0
7650,31,110581.29,715,94715.24,1,1,3,France,Female,1,0
7651,42,151836.36,750,68695.38,2,0,8,Germany,Male,1,0
7652,45,83624.55,431,36899.62,2,0,5,Germany,Male,0,0
7653,24,148197.15,704,182775.08,2,0,2,France,Male,1,0
7654,30,122924.75,535,62390.59,1,0,5,Spain,Female,0,1
7655,38,72594,614,76042.48,1,1,4,France,Female,1,0
7656,38,115221.36,748,70956.75,1,1,4,France,Male,0,0
7657,51,117808.74,492,67311.12,2,1,8,Germany,Male,1,0
7658,40,147754.68,573,110454.46,1,1,7,France,Male,1,0
7659,53,0,706,88479.02,3,0,3,Spain,Female,0,1
7660,31,113292.17,680,122639.73,1,1,10,France,Male,1,0
7661,36,0,458,79723.78,2,0,5,Spain,Male,1,0
7662,44,115163.38,612,97677.52,1,1,2,Germany,Male,1,1
7663,50,118098.62,809,100720.02,1,1,10,Germany,Male,1,1
7664,39,0,590,104730.52,2,1,9,France,Male,1,0
7665,35,0,602,22499.29,1,1,8,France,Male,1,0
7666,37,120825.7,540,28257.89,1,0,0,Spain,Male,1,0
7667,25,0,494,109988.09,2,1,6,France,Male,0,0
7668,29,0,797,149991.32,1,1,1,France,Male,0,0
7669,61,133845.28,526,45180.8,2,1,6,Germany,Male,1,0
7670,38,0,631,181605.85,2,0,7,Spain,Male,1,0
7671,29,108541.04,576,126469.09,1,1,5,France,Female,1,0
7672,39,0,405,160810.85,1,0,10,France,Male,1,1
7673,30,0,555,88146.86,2,0,1,France,Male,0,0
7674,37,113817.06,750,88333.74,1,0,2,Spain,Female,0,0
7675,28,137300.23,665,90174.83,1,0,8,France,Male,1,0
7676,37,158024.38,640,81298.09,1,0,5,Spain,Male,1,0
7677,33,127837.54,457,60013.17,1,1,7,France,Female,0,0
7678,36,161533,695,100940.91,1,0,4,France,Male,1,0
7679,31,161171.7,645,12599.94,2,0,7,France,Male,1,1
7680,32,80958.36,647,128590.73,1,1,9,Spain,Male,1,0
7681,25,0,808,23180.37,2,1,7,Spain,Male,0,0
7682,33,146193.6,641,55796.83,2,1,2,France,Male,1,1
7683,29,0,700,152097.02,2,1,8,Spain,Male,0,0
7684,26,115021.76,660,162443.05,1,1,4,Germany,Male,0,0
7685,41,126773.43,615,55551.26,1,1,1,Spain,Male,1,0
7686,40,92889.91,705,109496.69,1,1,3,Germany,Female,1,0
7687,48,0,718,72105.63,2,1,9,France,Male,1,0
7688,61,146622.35,754,41815.22,1,1,5,France,Male,1,1
7689,45,131038.14,713,74005.04,1,0,4,Germany,Male,1,1
7690,46,88820.29,587,70224.34,1,0,6,France,Female,0,0
7691,31,115406.97,569,145528.22,1,0,1,Spain,Male,0,0
7692,38,132951.92,568,124486.28,1,1,3,France,Female,0,0
7693,74,108891.7,634,10078.02,1,0,5,Germany,Male,1,0
7694,46,141788.63,770,164967.21,2,0,5,Germany,Female,0,0
7695,64,116954.32,676,91149.48,1,1,4,Spain,Female,1,0
7696,47,90450,723,103379.31,2,0,10,Germany,Female,0,1
7697,39,125997.22,614,128049.34,1,1,8,Germany,Female,1,1
7698,41,0,601,54342.83,2,0,3,Spain,Female,1,0
7699,60,0,592,13614.01,4,1,9,France,Male,1,1
7700,36,0,605,35521.63,2,1,9,Spain,Female,0,0
7701,31,144637.86,752,40496.72,2,0,4,Spain,Female,1,0
7702,29,86616.35,677,91903.9,1,0,3,France,Female,0,1
7703,31,0,850,178667.7,2,0,8,France,Male,1,0
7704,48,127924.25,608,32202.61,2,0,2,Germany,Female,1,0
7705,34,0,786,117034.32,2,0,9,Spain,Female,1,0
7706,29,131240.61,777,163746.09,1,1,9,France,Female,1,1
7707,31,0,667,20346.69,2,1,5,Spain,Male,1,0
7708,35,120046.74,848,84710.65,2,0,5,Spain,Male,1,0
7709,39,97819.36,486,120531.31,1,1,8,France,Female,0,0
7710,64,62979.93,598,152273.57,1,1,1,Spain,Female,1,0
7711,40,0,506,144345.58,1,1,3,France,Female,1,0
7712,46,161450.03,612,96961,1,1,9,Germany,Male,1,1
7713,30,0,545,170307.43,2,0,3,France,Male,1,0
7714,56,119496.25,793,29880.99,2,0,8,France,Male,1,0
7715,30,0,682,195104.91,2,1,9,France,Female,1,0
7716,62,43772.66,517,187756.24,3,0,1,France,Male,1,1
7717,32,100249.41,684,67599.69,2,1,9,France,Male,0,0
7718,46,0,692,105983.09,2,1,2,Spain,Male,1,0
7719,60,108028.08,740,25980.42,2,0,5,France,Female,0,1
7720,71,53013.29,666,112222.64,2,1,1,Germany,Male,1,0
7721,68,0,693,59864.96,2,1,2,France,Male,1,0
7722,33,122088.67,757,42581.09,1,0,1,Germany,Male,1,0
7723,18,90544,684,4777.23,1,1,9,Germany,Male,0,0
7724,35,0,691,178038.17,2,1,6,Spain,Male,0,0
7725,44,141252.18,842,128521.16,4,1,3,France,Male,0,1
7726,35,147813.05,482,109029.72,2,0,5,France,Female,0,0
7727,55,134140.68,735,2267.88,1,0,6,France,Male,1,0
7728,63,0,681,55054.48,2,1,7,France,Female,1,0
7729,31,0,616,76456.17,1,1,8,France,Female,0,0
7730,35,128548.49,850,75478.95,4,0,2,France,Female,1,1
7731,43,122198.21,635,179144.54,2,1,10,France,Male,0,0
7732,42,145177.84,638,193471.74,1,0,8,Germany,Male,1,1
7733,31,94222.53,820,103570.8,1,0,2,Spain,Female,1,0
7734,58,143212.22,694,102628.56,1,0,1,Germany,Female,0,1
7735,41,0,713,55772.04,2,0,3,France,Male,1,0
7736,41,143350.41,543,192070.16,1,1,6,Germany,Male,1,1
7737,41,130931.83,649,144808.37,1,1,3,France,Female,1,0
7738,30,137851.31,777,5008.23,1,0,4,France,Female,1,1
7739,33,0,561,173680.39,2,0,6,France,Male,0,0
7740,41,0,724,115753.94,1,1,5,Spain,Male,0,0
7741,51,0,665,38928.48,1,1,8,Spain,Female,1,1
7742,60,140614.15,441,174381.23,1,1,1,France,Male,0,0
7743,22,118680.57,579,49829.8,1,1,3,Spain,Male,1,0
7744,35,122917.69,777,76169.68,1,1,7,Germany,Male,1,0
7745,36,0,739,133465.57,2,0,0,France,Female,0,0
7746,40,131754.11,660,38761.61,2,1,5,France,Male,1,0
7747,35,0,554,176779.46,2,1,8,France,Female,1,0
7748,24,0,850,13159.9,2,1,6,France,Female,1,0
7749,35,119948.09,842,48217.97,1,0,9,Germany,Female,1,1
7750,38,0,785,134964.85,1,0,1,France,Female,1,1
7751,25,0,550,184221.11,2,1,0,France,Male,1,0
7752,39,0,750,19264.33,2,0,6,Spain,Female,0,0
7753,38,97266.1,490,92797.23,1,1,3,Spain,Female,1,0
7754,28,113690.83,605,33114.24,1,0,10,Germany,Male,1,0
7755,42,99056.22,563,154347.95,2,0,6,Spain,Female,1,1
7756,34,0,675,184842.21,2,1,8,France,Male,1,0
7757,36,116338.68,621,155743.48,1,1,7,Spain,Female,1,0
7758,40,97339.99,850,88815.25,1,1,6,France,Male,0,0
7759,41,0,711,193747.57,2,1,3,France,Male,1,0
7760,55,137592.31,549,116548.02,2,1,1,Germany,Female,0,1
7761,34,108760.27,764,166324.79,2,0,6,Germany,Male,1,1
7762,30,128770.88,627,40199.01,2,1,3,Germany,Male,1,0
7763,34,0,850,51919.04,2,0,2,France,Female,0,0
7764,36,44054.84,614,73329.08,1,1,1,Spain,Female,1,0
7765,44,119657.53,685,145387.05,1,0,2,Germany,Female,1,1
7766,49,108797.63,683,140763.18,2,0,7,Germany,Female,0,0
7767,35,0,643,67979.35,2,0,2,Spain,Male,0,0
7768,49,102025.32,561,133051.64,1,0,1,Germany,Female,1,1
7769,20,122446.61,601,86791.9,2,0,9,Spain,Female,1,0
7770,27,158786.67,766,47579.25,2,1,7,France,Female,0,0
7771,29,125689.29,699,151623.71,1,1,3,France,Male,1,0
7772,29,154640.41,850,164039.51,1,1,1,Germany,Male,1,0
7773,50,146710.76,792,16528.4,1,0,4,Germany,Female,1,1
7774,67,136709.35,636,66753.1,1,1,7,Germany,Male,0,1
7775,43,129305.09,850,19244.58,2,1,5,Germany,Male,0,0
7776,40,0,628,103832.58,2,0,10,Spain,Male,1,0
7777,63,0,736,502.7,2,1,10,France,Female,0,0
7778,21,82844.33,711,1408.68,2,1,0,France,Female,0,0
7779,22,0,583,5985.36,2,1,2,Spain,Female,0,0
7780,46,0,757,37460.05,2,0,0,France,Male,1,0
7781,33,76692.22,749,30396.43,1,1,10,Germany,Female,0,0
7782,34,117715.84,705,2498.67,1,0,7,France,Male,1,0
7783,54,87105.32,585,55346.14,1,1,8,France,Male,1,0
7784,43,0,437,148330.97,1,0,6,France,Female,1,1
7785,64,69311.16,741,59237.72,1,1,2,France,Female,1,0
7786,26,0,738,48644.94,2,1,9,France,Male,1,0
7787,33,66948.67,586,140759.03,2,1,10,Spain,Female,1,0
7788,57,0,627,107712.42,2,1,9,France,Female,1,0
7789,76,128410.71,551,181718.73,2,1,2,Spain,Male,1,0
7790,38,99897.53,606,37054.65,1,0,3,Germany,Male,0,0
7791,22,0,674,173940.59,1,1,3,France,Male,1,0
7792,31,152622.34,584,99298.8,1,0,6,Germany,Female,1,0
7793,40,0,590,62933.03,2,0,8,France,Male,1,0
7794,56,138227.19,585,55287.84,2,1,4,France,Male,1,0
7795,25,111395.53,508,48197.06,1,1,2,France,Female,0,0
7796,44,84386.57,458,178642.73,1,0,7,Germany,Male,1,0
7797,36,0,692,8282.22,2,1,3,France,Female,1,0
7798,33,174673.65,502,33300.56,2,0,5,Germany,Male,1,0
7799,46,0,518,76515.79,2,0,3,France,Male,1,0
7800,46,109019.65,660,33680.56,2,1,5,Germany,Male,1,0
7801,52,107906.75,698,168886.39,1,0,1,Germany,Female,1,1
7802,54,128914.97,678,191746.23,1,0,7,France,Male,0,1
7803,63,111179.83,773,93091.02,1,1,9,Spain,Male,1,0
7804,52,124099.13,619,23904.52,1,0,8,Germany,Female,0,0
7805,59,122471.09,684,15807.07,1,1,9,Germany,Male,0,0
7806,34,134692.4,635,83773.02,2,1,3,France,Male,1,0
7807,25,123816.5,680,90162.35,1,1,4,France,Female,1,0
7808,34,106288.54,608,36639.25,1,1,3,Germany,Male,1,0
7809,55,127723.25,603,139469.11,2,0,7,Germany,Female,1,1
7810,43,145843.82,579,198402.37,1,1,2,Spain,Male,1,1
7811,34,148200.72,756,194584.48,1,0,2,Germany,Female,0,0
7812,30,104145.65,611,159629.64,1,0,2,France,Male,0,0
7813,24,142755.25,532,34231.48,1,0,8,Germany,Male,0,0
7814,63,81245.79,684,69643.31,1,0,3,Germany,Female,1,1
7815,33,168560.46,647,90270.16,2,0,3,Germany,Female,0,0
7816,38,0,583,47848.56,1,0,8,France,Male,1,0
7817,42,132193.94,774,162865.52,2,1,2,Germany,Male,1,0
7818,58,0,677,168650.4,1,1,9,France,Male,0,0
7819,25,139330.1,542,54372.37,1,0,8,Germany,Male,0,0
7820,29,0,613,133897.32,2,1,0,Spain,Male,0,0
7821,40,0,666,147878.05,2,0,5,France,Male,1,0
7822,28,134571.5,777,118313.38,1,1,2,France,Female,0,0
7823,50,143829.2,581,181224.24,2,0,2,Germany,Male,1,1
7824,32,0,705,7921.57,2,0,7,France,Male,1,0
7825,44,133444.97,673,5708.19,1,1,8,France,Female,0,0
7826,23,104753.84,594,56756.52,2,0,4,Germany,Female,1,1
7827,51,116574.84,648,4121.04,1,0,2,Germany,Female,1,1
7828,41,0,605,97213.09,2,1,10,France,Male,0,0
7829,40,176914.8,734,12799.23,1,1,9,France,Female,1,0
7830,36,68348.18,572,50400.32,2,1,8,France,Female,0,0
7831,33,0,595,41447.86,2,1,9,France,Female,1,0
7832,42,56726.83,749,185543.35,2,1,2,France,Male,0,0
7833,46,65269.23,573,189988.65,1,1,3,Spain,Male,0,1
7834,33,66220.17,624,170819.01,1,1,6,Spain,Male,0,0
7835,56,0,703,85547.33,1,0,9,France,Male,0,1
7836,41,96147.55,665,137037.97,1,0,8,France,Female,1,0
7837,42,0,648,19283.14,2,0,4,France,Male,1,0
7838,48,0,850,169425.3,1,0,2,Spain,Male,1,1
7839,32,145330.43,569,132038.65,1,1,8,Germany,Female,1,0
7840,21,0,566,3626.47,2,1,3,France,Female,1,0
7841,47,124192.28,537,50881.51,2,1,4,Germany,Female,1,0
7842,46,111288.18,706,149170.25,1,1,7,Germany,Female,1,1
7843,43,107805.67,734,182505.68,1,0,7,France,Male,0,0
7844,36,103700.69,586,194072.56,1,0,5,Germany,Female,1,1
7845,38,0,612,9209.21,2,1,1,France,Female,1,0
7846,34,0,648,167931.81,1,1,0,France,Male,1,0
7847,27,87739.08,557,123096.56,1,1,3,France,Female,1,0
7848,20,133313.34,643,3965.69,1,1,0,Spain,Female,1,0
7849,49,0,433,87711.61,1,1,10,France,Female,1,0
7850,41,154902.66,643,49667.28,1,1,7,Germany,Male,1,0
7851,36,0,488,136675.22,2,0,0,France,Female,1,0
7852,68,112595.85,758,35865.44,1,0,6,Germany,Male,1,1
7853,39,119695.75,743,26136.13,1,1,3,Germany,Male,0,0
7854,47,0,730,33373.26,1,0,7,France,Female,1,1
7855,49,0,746,10096.25,2,1,7,Spain,Male,0,0
7856,59,152614.51,666,188782.3,2,1,8,Germany,Female,1,0
7857,33,131647.01,580,79775.19,2,0,7,Germany,Female,0,0
7858,27,96654.72,850,152740.16,2,0,6,France,Male,0,0
7859,22,137583.04,563,5791.85,1,1,3,France,Male,0,0
7860,28,62717.84,766,13182.43,2,1,3,Germany,Female,1,0
7861,32,95377.13,659,187551.24,1,1,9,France,Male,0,0
7862,28,135936.1,607,110560.14,2,1,1,Spain,Male,1,0
7863,35,161591.11,644,63795.62,3,1,5,Germany,Male,1,0
7864,47,142382.03,746,62086.62,1,1,8,France,Male,1,0
7865,33,0,588,12483.56,2,1,2,Spain,Male,1,0
7866,30,0,691,10963.04,2,1,9,Spain,Male,0,0
7867,38,127043.09,666,8247,1,1,6,France,Female,1,0
7868,46,0,640,156260.08,1,1,3,Spain,Female,1,0
7869,29,78885.88,611,26927.69,2,1,4,Germany,Female,1,0
7870,45,95922.9,651,84782.42,1,0,8,Spain,Female,1,1
7871,29,0,529,19842.11,2,0,8,France,Female,1,0
7872,36,91711.59,676,95393.43,1,1,3,France,Female,1,0
7873,46,110031.09,639,133995.59,2,1,10,Germany,Female,1,0
7874,36,81210.72,782,108003.38,2,1,5,France,Male,0,0
7875,32,122947.92,641,99154.86,1,1,5,Germany,Male,1,0
7876,38,182065.85,697,49503.5,1,0,1,France,Female,1,0
7877,45,0,623,196533.72,1,0,0,France,Male,1,1
7878,41,69974.66,494,188426.13,2,0,2,Spain,Female,1,1
7879,38,123711.73,731,171340.68,2,0,10,France,Female,1,1
7880,44,76495.04,657,79071.89,1,0,6,France,Male,1,0
7881,38,0,744,20940.76,2,0,9,France,Female,0,0
7882,46,0,774,34774.26,2,1,9,Spain,Male,1,0
7883,45,121874.89,850,6865.41,1,0,1,Germany,Female,0,1
7884,45,0,551,51143.43,2,1,6,France,Female,1,0
7885,36,188455.19,638,47031.4,1,0,6,France,Male,0,1
7886,42,99045.93,792,47160.01,2,0,0,France,Female,1,0
7887,36,0,666,158666.99,1,1,8,France,Female,0,0
7888,30,205770.78,716,65464.66,2,0,2,Germany,Female,0,0
7889,31,79340.95,594,78255.86,1,0,0,France,Female,1,0
7890,57,138456.03,600,103548.25,2,1,9,Germany,Male,1,0
7891,49,0,565,89609.26,2,1,7,France,Male,1,0
7892,48,101099.9,678,193476.04,2,1,2,Germany,Male,0,0
7893,31,0,648,5199.02,2,1,5,Spain,Female,1,0
7894,40,109219.83,642,52827.51,1,0,8,France,Male,1,0
7895,67,123276.69,706,86507.88,2,1,1,Germany,Male,1,1
7896,43,113034.31,668,100423.88,1,1,10,Spain,Male,1,0
7897,41,0,635,175611.5,2,0,1,Spain,Male,1,0
7898,30,129548.5,603,19282.85,2,1,6,Spain,Male,1,0
7899,72,74812.84,635,27448.33,1,1,4,France,Female,0,0
7900,40,0,642,183963.34,2,0,7,France,Female,1,0
7901,54,0,785,45113.92,2,0,1,Spain,Female,1,1
7902,28,153538.13,628,110776.01,2,0,3,Germany,Female,1,0
7903,38,0,499,183042.2,2,1,9,France,Female,0,0
7904,34,0,567,161571.79,2,1,10,Spain,Male,0,0
7905,32,155619.36,449,166692.03,1,1,0,Spain,Male,1,0
7906,35,159693.9,701,71173.64,2,1,10,Spain,Male,1,0
7907,37,171653.17,613,5353.12,1,1,3,Spain,Male,0,0
7908,39,47685.47,683,86019.48,2,1,2,Germany,Female,1,0
7909,35,0,581,86383.82,2,1,4,France,Male,0,0
7910,61,0,620,31641.52,1,0,5,France,Male,0,1
7911,28,123692,561,70548.96,1,1,6,Spain,Male,1,0
7912,26,148853.29,558,24411.02,2,1,1,Germany,Male,1,0
7913,35,133161.95,642,122254.86,1,1,2,France,Male,0,0
7914,24,143221.35,805,186035.72,2,0,6,Germany,Male,1,0
7915,35,0,687,73133.82,2,1,9,France,Male,0,0
7916,56,0,695,187734.49,3,0,1,Spain,Male,1,1
7917,33,0,562,111590.35,2,0,6,France,Male,1,0
7918,38,126265.88,613,15859.95,2,0,9,Germany,Male,0,0
7919,37,0,589,61324.87,1,0,5,France,Male,1,0
7920,31,112713.34,593,176868.89,1,1,8,Spain,Male,1,0
7921,34,141173.03,714,98896.06,1,1,5,France,Male,0,0
7922,35,0,588,108739.15,2,1,7,Spain,Female,1,0
7923,39,0,679,12266.06,2,0,6,Spain,Male,1,0
7924,38,118866.36,730,163317.5,1,1,5,Spain,Male,1,0
7925,47,0,833,182247.77,2,1,2,France,Male,1,0
7926,33,0,586,168261.4,2,1,7,Spain,Female,1,0
7927,54,92316.31,567,158590.66,2,0,5,Spain,Female,1,1
7928,30,122185.53,637,102566.46,1,0,1,Germany,Male,1,1
7929,38,123345.85,711,141827.83,1,0,4,France,Male,1,0
7930,30,73070.18,828,161671.15,2,0,4,France,Male,0,0
7931,38,0,500,192013.23,2,0,7,Spain,Male,0,0
7932,47,95120.59,807,127875.1,1,0,1,France,Male,0,0
7933,40,102800.65,850,60811.56,1,0,8,France,Male,1,0
7934,70,97072.42,782,131177.22,1,1,7,France,Female,0,0
7935,31,132876.55,629,130862.11,1,1,6,Spain,Male,1,0
7936,33,0,582,72970.93,2,1,6,Spain,Male,0,0
7937,22,0,468,28123.99,2,0,2,France,Male,1,0
7938,36,0,670,140754.19,1,0,3,France,Male,1,1
7939,39,0,805,166650.32,1,0,2,France,Male,0,0
7940,26,51962.91,720,45507.24,2,0,10,France,Male,1,0
7941,29,98759.89,781,112202.64,1,0,6,Spain,Female,0,0
7942,33,156570.86,592,37140.2,1,1,2,Germany,Male,1,0
7943,42,0,542,178256.58,1,1,1,France,Female,1,1
7944,42,159024.71,532,100982.93,1,0,1,France,Male,1,1
