 sex, workclass, race, education, native-country, marital-status, occupation, relationship, education-num, fnlwgt, capital-gain, capital-loss, hours-per-week,age, income
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Craft-repair, Husband,9,144844,0,0,40,48, <=50K
 Male, Private, White, Some-college, United-States, Never-married, Other-service, Not-in-family,10,205839,0,0,45,22, <=50K
 Female, Private, White, 11th, United-States, Never-married, Other-service, Own-child,7,113760,0,0,30,22, <=50K
 Female, Private, Black, 10th, Jamaica, Separated, Adm-clerical, Not-in-family,6,138358,0,0,47,50, <=50K
 Male, Self-emp-not-inc, White, HS-grad, United-States, Married-civ-spouse, Farming-fishing, Husband,9,216657,0,0,60,47, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Transport-moving, Husband,9,278576,0,0,50,36, <=50K
 Male, Private, White, Assoc-acdm, United-States, Married-civ-spouse, Craft-repair, Husband,12,174373,0,0,40,44, >50K
 Female, Private, White, 9th, United-States, Widowed, Other-service, Unmarried,5,220019,0,0,9,73, <=50K
 Female, ?, Asian-Pac-Islander, HS-grad, ?, Never-married, ?, Not-in-family,9,311949,0,0,45,24, <=50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Prof-specialty, Husband,13,303867,0,0,40,34, >50K
 Male, Private, Asian-Pac-Islander, Some-college, Hong, Married-civ-spouse, Craft-repair, Husband,10,154210,0,0,40,37, <=50K
 Female, ?, White, 12th, Germany, Married-civ-spouse, ?, Wife,8,131310,0,0,20,28, <=50K
 Female, Private, White, Some-college, United-States, Married-civ-spouse, Adm-clerical, Wife,10,202560,0,0,40,46, >50K
 Female, ?, White, Some-college, United-States, Never-married, ?, Own-child,10,358783,0,0,35,20, <=50K
 Male, Private, White, 5th-6th, Mexico, Married-civ-spouse, Farming-fishing, Husband,3,423024,0,0,40,29, <=50K
 Male, Private, White, Assoc-voc, United-States, Married-civ-spouse, Craft-repair, Husband,11,206671,0,0,40,24, <=50K
 Male, State-gov, White, Some-college, United-States, Never-married, Prof-specialty, Not-in-family,10,245310,0,0,35,29, <=50K
 Female, Private, White, 12th, United-States, Never-married, Adm-clerical, Own-child,8,31983,0,0,20,18, <=50K
 Female, Private, Black, Bachelors, United-States, Divorced, Exec-managerial, Unmarried,13,124956,0,0,90,41, >50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Craft-repair, Husband,9,118358,0,0,40,59, >50K
 Male, Private, White, 5th-6th, United-States, Never-married, Farming-fishing, Unmarried,3,491421,0,0,50,27, <=50K
 Male, Private, White, Assoc-acdm, United-States, Married-civ-spouse, Craft-repair, Husband,12,151580,0,0,45,50, <=50K
 Male, Private, White, 1st-4th, Mexico, Never-married, Machine-op-inspct, Not-in-family,2,248990,0,0,24,25, <=50K
 Female, Private, White, Bachelors, United-States, Divorced, Exec-managerial, Unmarried,13,157425,0,0,45,42, <=50K
 Male, Private, White, Some-college, Japan, Married-civ-spouse, Craft-repair, Husband,10,221650,0,0,40,36, <=50K
 Male, Private, White, Some-college, United-States, Married-civ-spouse, Adm-clerical, Husband,10,88055,0,0,60,62, >50K
 Female, Private, White, Assoc-voc, United-States, Never-married, Adm-clerical, Not-in-family,11,216608,0,0,40,71, <=50K
 Male, Private, White, Bachelors, United-States, Divorced, Exec-managerial, Not-in-family,13,682947,0,0,55,38, >50K
 Female, Private, Black, HS-grad, United-States, Married-spouse-absent, Adm-clerical, Unmarried,9,228124,0,0,40,44, <=50K
 Male, ?, White, 10th, United-States, Never-married, ?, Own-child,6,217194,0,0,30,19, <=50K
 Male, Self-emp-not-inc, White, Some-college, United-States, Married-civ-spouse, Farming-fishing, Husband,10,171540,0,0,60,49, <=50K
 Male, Self-emp-inc, White, Bachelors, United-States, Married-civ-spouse, Prof-specialty, Husband,13,210827,7688,0,40,60, >50K
 Male, Self-emp-not-inc, White, HS-grad, Poland, Married-civ-spouse, Exec-managerial, Husband,9,410351,0,0,40,28, <=50K
 Female, Private, White, Bachelors, United-States, Never-married, Sales, Not-in-family,13,163747,0,0,55,26, <=50K
 Male, Private, White, 11th, United-States, Never-married, Handlers-cleaners, Own-child,7,108892,0,0,12,18, <=50K
 Male, Private, White, Assoc-voc, United-States, Married-civ-spouse, Craft-repair, Husband,11,180096,0,0,50,43, >50K
 Male, Local-gov, White, 12th, United-States, Widowed, Exec-managerial, Not-in-family,8,153890,2009,0,44,65, <=50K
 Male, Private, White, 10th, United-States, Never-married, Craft-repair, Own-child,6,117480,0,0,44,23, <=50K
 Female, Private, White, Some-college, United-States, Never-married, Other-service, Own-child,10,163333,0,0,35,21, <=50K
 Male, Self-emp-not-inc, White, HS-grad, United-States, Never-married, Farming-fishing, Own-child,9,306710,0,0,40,20, <=50K
 Female, Private, Asian-Pac-Islander, Some-college, Philippines, Never-married, Sales, Own-child,10,150553,0,0,18,19, <=50K
 Female, Private, White, HS-grad, United-States, Widowed, Adm-clerical, Not-in-family,9,123959,0,0,32,77, <=50K
 Male, Private, White, Assoc-voc, United-States, Married-civ-spouse, Tech-support, Husband,11,24961,0,0,40,32, <=50K
 Male, Local-gov, White, Some-college, United-States, Married-civ-spouse, Transport-moving, Husband,10,327120,0,0,30,37, <=50K
 Male, Self-emp-not-inc, White, HS-grad, United-States, Married-civ-spouse, Transport-moving, Husband,9,33798,0,0,45,29, <=50K
 Male, Private, White, Doctorate, United-States, Married-civ-spouse, Prof-specialty, Husband,16,81929,0,2415,45,59, >50K
 Male, Private, White, Some-college, United-States, Never-married, Craft-repair, Own-child,10,298489,0,0,40,22, <=50K
 Female, ?, White, Bachelors, United-States, Married-civ-spouse, ?, Wife,13,101697,0,0,20,30, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Craft-repair, Husband,9,144064,0,0,48,31, >50K
 Male, Self-emp-not-inc, White, HS-grad, United-States, Married-civ-spouse, Sales, Husband,9,195835,0,0,60,59, <=50K
 Female, Federal-gov, White, Some-college, United-States, Never-married, Other-service, Not-in-family,10,184723,0,0,40,29, >50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Craft-repair, Husband,9,265086,0,0,50,56, >50K
 Female, Private, White, Some-college, United-States, Never-married, Adm-clerical, Own-child,10,235909,0,0,20,19, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Farming-fishing, Husband,9,42645,0,0,40,37, <=50K
 Male, State-gov, White, Masters, United-States, Married-civ-spouse, Exec-managerial, Husband,14,279878,0,0,40,58, >50K
 Male, Private, White, Masters, United-States, Married-civ-spouse, Exec-managerial, Husband,14,104892,0,0,40,41, >50K
 Male, Private, White, HS-grad, United-States, Never-married, Sales, Unmarried,9,137063,0,0,38,29, <=50K
 Male, Self-emp-not-inc, White, HS-grad, United-States, Married-civ-spouse, Exec-managerial, Husband,9,58972,0,0,50,38, <=50K
 Male, Private, White, Masters, United-States, Married-civ-spouse, Prof-specialty, Husband,14,126675,0,1977,50,36, >50K
 Male, Private, White, Some-college, United-States, Never-married, Craft-repair, Own-child,10,286435,594,0,40,19, <=50K
 Female, Private, White, HS-grad, United-States, Married-civ-spouse, Exec-managerial, Wife,9,191389,0,0,28,46, >50K
 Female, Private, White, Masters, United-States, Married-civ-spouse, Prof-specialty, Wife,14,183241,0,0,45,42, >50K
 Female, Private, White, Some-college, United-States, Never-married, Sales, Not-in-family,10,91547,0,0,40,29, <=50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Prof-specialty, Husband,13,52781,7688,0,40,42, >50K
 Male, Private, White, Assoc-acdm, United-States, Married-civ-spouse, Adm-clerical, Husband,12,210959,0,0,40,29, <=50K
 Female, Private, White, Masters, United-States, Divorced, Prof-specialty, Unmarried,14,365516,0,0,40,47, <=50K
 Male, Private, White, 11th, United-States, Married-civ-spouse, Craft-repair, Husband,7,112271,0,0,40,37, >50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Farming-fishing, Husband,9,269455,0,0,45,39, <=50K
 Female, Private, Black, Bachelors, United-States, Divorced, Sales, Unmarried,13,164379,0,0,35,46, >50K
 Male, Private, White, Assoc-acdm, United-States, Married-civ-spouse, Transport-moving, Husband,12,109621,0,0,40,28, <=50K
 Male, Private, White, Some-college, United-States, Married-civ-spouse, Farming-fishing, Husband,10,104858,0,0,56,36, >50K
 Female, Private, White, HS-grad, United-States, Divorced, Adm-clerical, Own-child,9,99270,0,0,40,39, <=50K
 Male, Private, White, Some-college, United-States, Married-civ-spouse, Prof-specialty, Husband,10,193524,0,0,40,44, <=50K
 Female, ?, White, HS-grad, United-States, Widowed, ?, Not-in-family,9,149040,2964,0,12,70, <=50K
 Male, State-gov, White, HS-grad, United-States, Married-civ-spouse, Other-service, Husband,9,313946,0,0,40,60, <=50K
 Female, Private, White, Bachelors, United-States, Never-married, Exec-managerial, Not-in-family,13,162358,0,0,50,35, >50K
 Male, Private, Black, Bachelors, United-States, Married-civ-spouse, Craft-repair, Husband,13,200700,0,0,48,59, >50K
 Female, Private, White, Some-college, United-States, Never-married, Sales, Own-child,10,116489,0,0,60,21, <=50K
 Female, Private, White, Assoc-acdm, United-States, Never-married, Prof-specialty, Own-child,12,118310,0,0,16,22, <=50K
 Male, Private, White, Some-college, United-States, Married-civ-spouse, Exec-managerial, Husband,10,352465,15024,0,50,31, >50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Exec-managerial, Husband,13,107433,0,1977,50,40, >50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Sales, Husband,9,296538,0,0,45,33, >50K
 Male, Local-gov, White, Masters, United-States, Married-civ-spouse, Prof-specialty, Husband,14,195897,0,0,60,41, <=50K
 Female, Self-emp-not-inc, White, Assoc-acdm, United-States, Married-civ-spouse, Other-service, Wife,12,216283,0,0,35,31, >50K
 Male, Private, White, Assoc-voc, United-States, Divorced, Other-service, Not-in-family,11,345780,0,0,40,62, <=50K
 Female, Private, White, HS-grad, United-States, Married-civ-spouse, Prof-specialty, Wife,9,216685,0,0,35,43, <=50K
 Female, Local-gov, Black, Bachelors, United-States, Never-married, Prof-specialty, Not-in-family,13,210945,0,0,60,28, <=50K
 Male, Private, Black, 10th, United-States, Married-civ-spouse, Machine-op-inspct, Husband,6,184321,0,1887,40,43, >50K
 Male, Self-emp-not-inc, White, Masters, United-States, Married-civ-spouse, Sales, Husband,14,322691,3103,0,55,55, >50K
 Female, Private, White, HS-grad, United-States, Separated, Other-service, Unmarried,9,192712,0,0,25,42, <=50K
 Female, Private, White, Bachelors, United-States, Never-married, Prof-specialty, Not-in-family,13,178272,0,0,40,23, <=50K
 Male, Federal-gov, White, Some-college, United-States, Married-civ-spouse, Adm-clerical, Husband,10,321333,0,0,40,55, >50K
 Male, Self-emp-inc, White, Bachelors, United-States, Married-civ-spouse, Exec-managerial, Husband,13,120277,99999,0,45,44, >50K
 Female, Private, Other, 11th, Nicaragua, Never-married, Sales, Own-child,7,294029,0,0,32,19, <=50K
 Male, Private, White, HS-grad, United-States, Never-married, Machine-op-inspct, Own-child,9,112819,0,0,40,23, <=50K
 Female, Private, White, HS-grad, United-States, Divorced, Craft-repair, Unmarried,9,152636,0,0,50,41, <=50K
 Male, ?, White, HS-grad, United-States, Married-civ-spouse, ?, Husband,9,301611,0,0,20,63, <=50K
 Female, Private, White, HS-grad, United-States, Separated, Handlers-cleaners, Unmarried,9,134808,0,0,40,51, <=50K
 Male, Private, White, HS-grad, United-States, Divorced, Transport-moving, Not-in-family,9,64216,0,0,90,49, <=50K
 Female, State-gov, Asian-Pac-Islander, Masters, Taiwan, Never-married, Prof-specialty, Unmarried,14,214284,0,0,20,29, <=50K
 Male, Private, White, Some-college, United-States, Never-married, Prof-specialty, Not-in-family,10,469572,8614,0,40,25, >50K
 Male, Self-emp-not-inc, White, Prof-school, United-States, Married-civ-spouse, Prof-specialty, Husband,15,282722,99999,0,50,44, >50K
 Male, Private, White, 11th, United-States, Never-married, Handlers-cleaners, Own-child,7,231439,0,0,30,17, <=50K
 Male, Self-emp-inc, White, Masters, United-States, Married-civ-spouse, Exec-managerial, Husband,14,120277,0,0,40,42, >50K
 Female, Private, White, 11th, United-States, Never-married, Tech-support, Own-child,7,364685,0,0,35,21, <=50K
 Male, Private, White, Some-college, United-States, Never-married, Transport-moving, Not-in-family,10,18827,0,0,40,26, <=50K
 Male, Private, White, Some-college, United-States, Never-married, Prof-specialty, Not-in-family,10,169129,0,0,40,24, <=50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Exec-managerial, Husband,13,202051,0,0,42,30, >50K
 Female, ?, White, Bachelors, United-States, Widowed, ?, Unmarried,13,353244,27828,0,50,58, >50K
 Male, Private, White, HS-grad, United-States, Never-married, Handlers-cleaners, Own-child,9,574271,0,0,28,19, <=50K
 Female, State-gov, White, 7th-8th, United-States, Widowed, Other-service, Other-relative,4,29276,0,0,24,65, <=50K
 Male, Self-emp-not-inc, White, Some-college, United-States, Married-civ-spouse, Tech-support, Husband,10,104501,0,0,60,52, >50K
 Male, Private, White, 10th, United-States, Never-married, Handlers-cleaners, Own-child,6,394176,0,0,20,17, <=50K
 Male, Private, White, HS-grad, United-States, Never-married, Other-service, Own-child,9,85625,0,0,22,27, <=50K
 Female, Private, White, Prof-school, United-States, Never-married, Prof-specialty, Not-in-family,15,340723,0,0,40,53, <=50K
 Female, Private, White, Bachelors, United-States, Never-married, Sales, Not-in-family,13,149342,0,0,40,24, <=50K
 Male, Private, White, Some-college, United-States, Married-civ-spouse, Craft-repair, Husband,10,73715,0,0,40,37, >50K
 Female, Private, White, Assoc-voc, United-States, Married-civ-spouse, Adm-clerical, Wife,11,143083,0,0,18,34, <=50K
 Male, Local-gov, White, Assoc-acdm, United-States, Divorced, Exec-managerial, Not-in-family,12,290660,8614,0,50,40, >50K
 Male, Local-gov, White, HS-grad, United-States, Married-civ-spouse, Craft-repair, Husband,9,98738,0,0,40,49, >50K
 Female, Private, White, Masters, United-States, Never-married, Adm-clerical, Not-in-family,14,149912,0,0,40,86, <=50K
 Female, Private, White, Assoc-voc, United-States, Married-civ-spouse, Prof-specialty, Wife,11,309033,15024,0,60,49, >50K
 Male, Self-emp-not-inc, White, 11th, United-States, Married-civ-spouse, Handlers-cleaners, Husband,7,96129,0,0,60,43, <=50K
 Female, Private, White, Some-college, Puerto-Rico, Married-spouse-absent, Exec-managerial, Unmarried,10,216096,0,0,35,47, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Transport-moving, Husband,9,171091,0,0,50,32, >50K
 Male, Self-emp-not-inc, White, Assoc-voc, United-States, Married-civ-spouse, Farming-fishing, Husband,11,79303,0,0,60,30, <=50K
 Male, Local-gov, White, HS-grad, United-States, Never-married, Craft-repair, Own-child,9,182380,0,0,40,25, <=50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Sales, Husband,13,36271,0,0,40,42, >50K
 Male, Private, White, Some-college, United-States, Married-civ-spouse, Craft-repair, Husband,10,118197,0,0,65,60, <=50K
 Male, Private, White, Some-college, United-States, Married-civ-spouse, Craft-repair, Husband,10,269652,4386,0,38,46, >50K
 Male, Local-gov, White, Some-college, United-States, Married-civ-spouse, Protective-serv, Husband,10,193815,0,0,40,39, >50K
 Male, Private, White, Assoc-acdm, United-States, Married-civ-spouse, Tech-support, Husband,12,141957,0,1887,70,28, >50K
 Male, Private, White, 10th, Puerto-Rico, Never-married, Craft-repair, Not-in-family,6,222637,0,0,55,26, <=50K
 Female, Private, White, Some-college, United-States, Never-married, Adm-clerical, Own-child,10,118230,0,0,40,27, <=50K
 Male, Private, White, Some-college, United-States, Divorced, Prof-specialty, Unmarried,10,174040,0,0,40,59, <=50K
 Male, State-gov, White, HS-grad, United-States, Married-civ-spouse, Farming-fishing, Husband,9,105748,0,0,40,64, <=50K
 Male, Self-emp-not-inc, White, HS-grad, United-States, Never-married, Exec-managerial, Not-in-family,9,82628,2964,0,12,90, <=50K
 Female, Private, White, Some-college, United-States, Divorced, Sales, Not-in-family,10,205100,0,0,45,51, >50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Transport-moving, Husband,9,107916,0,2002,40,36, <=50K
 Female, Private, Other, 7th-8th, Dominican-Republic, Married-spouse-absent, Machine-op-inspct, Unmarried,4,130620,0,0,40,39, <=50K
 Male, ?, White, HS-grad, United-States, Never-married, ?, Own-child,9,361817,0,0,25,30, <=50K
 Male, Self-emp-not-inc, White, Masters, United-States, Married-civ-spouse, Prof-specialty, Husband,14,235646,0,0,40,47, >50K
 Male, Private, White, Masters, United-States, Married-civ-spouse, Exec-managerial, Husband,14,53277,0,0,60,32, >50K
 Female, Private, White, Assoc-acdm, United-States, Married-civ-spouse, Adm-clerical, Wife,12,456460,0,0,40,24, <=50K
 Male, Private, White, HS-grad, United-States, Never-married, Sales, Own-child,9,293091,0,0,30,23, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Other-service, Husband,9,210935,0,0,20,62, <=50K
 Female, ?, White, Some-college, United-States, Married-civ-spouse, ?, Wife,10,199763,0,0,20,48, <=50K
 Male, ?, White, 12th, Canada, Divorced, ?, Not-in-family,8,223447,0,0,40,62, <=50K
 Male, Self-emp-not-inc, White, Bachelors, United-States, Separated, Craft-repair, Not-in-family,13,233533,0,0,65,35, <=50K
 Male, Private, Asian-Pac-Islander, Bachelors, United-States, Never-married, Prof-specialty, Own-child,13,95647,0,0,40,27, <=50K
 Female, Private, White, Some-college, United-States, Divorced, Machine-op-inspct, Not-in-family,10,199763,0,0,35,49, <=50K
 Male, Private, White, 10th, United-States, Never-married, Sales, Not-in-family,6,74539,0,0,20,18, <=50K
 Female, Private, White, Some-college, United-States, Never-married, Other-service, Own-child,10,84610,0,0,30,19, <=50K
 Male, Self-emp-inc, White, Assoc-acdm, United-States, Married-civ-spouse, Sales, Husband,12,96930,0,0,40,63, >50K
 Female, Private, Black, HS-grad, United-States, Married-civ-spouse, Other-service, Wife,9,115602,0,0,40,54, <=50K
 Female, Private, White, Some-college, United-States, Married-civ-spouse, Prof-specialty, Wife,10,237341,0,0,40,24, >50K
 Male, Private, White, 10th, United-States, Married-civ-spouse, Transport-moving, Husband,6,143800,0,0,50,61, >50K
 Male, Self-emp-inc, White, HS-grad, United-States, Married-civ-spouse, Sales, Husband,9,163921,0,0,48,50, >50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Sales, Husband,13,68273,0,0,40,36, >50K
 Male, Private, White, Some-college, United-States, Never-married, Adm-clerical, Own-child,10,113163,0,0,50,21, <=50K
 Male, Self-emp-inc, White, Prof-school, United-States, Married-civ-spouse, Prof-specialty, Husband,15,478829,99999,0,50,38, >50K
 Male, Private, White, Some-college, United-States, Married-civ-spouse, Exec-managerial, Other-relative,10,345705,0,0,40,30, <=50K
 Male, Private, White, HS-grad, United-States, Never-married, Craft-repair, Own-child,9,385077,2907,0,40,22, <=50K
 Female, Private, Asian-Pac-Islander, Some-college, United-States, Divorced, Adm-clerical, Not-in-family,10,192286,0,0,52,33, <=50K
 Male, Local-gov, White, HS-grad, United-States, Married-civ-spouse, Machine-op-inspct, Husband,9,236391,0,0,38,39, >50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Craft-repair, Husband,9,106679,0,0,50,42, >50K
 Male, ?, White, HS-grad, United-States, Married-civ-spouse, ?, Husband,9,308242,0,0,40,47, <=50K
 Male, Local-gov, White, Bachelors, United-States, Divorced, Transport-moving, Not-in-family,13,46094,0,0,33,42, <=50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Exec-managerial, Husband,13,194940,0,0,40,29, <=50K
 Male, Private, White, Bachelors, United-States, Never-married, Sales, Not-in-family,13,341643,0,0,55,35, <=50K
 Female, Private, White, Some-college, United-States, Never-married, Other-service, Own-child,10,210474,0,0,30,23, <=50K
 Male, Private, Amer-Indian-Eskimo, Some-college, United-States, Married-civ-spouse, Craft-repair, Husband,10,76313,0,0,60,28, <=50K
 Female, Private, White, HS-grad, United-States, Divorced, Adm-clerical, Own-child,9,115858,0,0,40,34, <=50K
 Female, Private, Black, Some-college, United-States, Never-married, Adm-clerical, Not-in-family,10,55191,0,0,40,40, <=50K
 Female, Self-emp-not-inc, White, HS-grad, United-States, Widowed, Other-service, Not-in-family,9,364862,0,0,30,67, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Other-service, Husband,9,334787,0,0,40,49, <=50K
 Female, Private, White, HS-grad, United-States, Never-married, Adm-clerical, Not-in-family,9,205733,0,0,40,34, <=50K
 Male, ?, White, Bachelors, United-States, Married-civ-spouse, ?, Husband,13,120163,0,0,40,60, <=50K
 Male, Private, White, Bachelors, United-States, Never-married, Exec-managerial, Own-child,13,333677,2463,0,35,26, <=50K
 Male, Private, White, HS-grad, United-States, Never-married, Machine-op-inspct, Own-child,9,208591,0,0,40,25, <=50K
 Female, Private, White, Some-college, United-States, Divorced, Exec-managerial, Unmarried,10,341204,1831,0,30,40, <=50K
 Male, Self-emp-not-inc, White, HS-grad, United-States, Married-civ-spouse, Farming-fishing, Husband,9,115422,0,0,40,56, <=50K
 Male, Self-emp-inc, White, Assoc-acdm, United-States, Married-civ-spouse, Sales, Husband,12,111319,0,1887,45,35, >50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Craft-repair, Husband,9,816750,0,2051,40,54, <=50K
 Female, Private, White, Bachelors, United-States, Never-married, Exec-managerial, Not-in-family,13,167835,3325,0,40,25, <=50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Sales, Husband,13,92262,0,0,40,28, <=50K
 Male, Private, White, Bachelors, United-States, Never-married, Exec-managerial, Not-in-family,13,91964,0,0,40,31, <=50K
 Female, Private, White, HS-grad, United-States, Divorced, Adm-clerical, Unmarried,9,107682,0,0,40,45, <=50K
 Male, State-gov, White, HS-grad, United-States, Married-civ-spouse, Craft-repair, Husband,9,135388,5013,0,40,52, <=50K
 Female, Self-emp-not-inc, White, Masters, Columbia, Never-married, Prof-specialty, Not-in-family,14,597843,0,0,50,39, <=50K
 Male, Private, White, HS-grad, United-States, Never-married, Sales, Not-in-family,9,389942,0,0,40,19, <=50K
 Male, Private, White, 12th, United-States, Never-married, Adm-clerical, Unmarried,8,442274,0,0,40,23, <=50K
 Male, Private, White, 7th-8th, Mexico, Never-married, Craft-repair, Not-in-family,4,595461,0,0,40,23, <=50K
 Male, Private, White, Assoc-voc, United-States, Married-civ-spouse, Prof-specialty, Husband,11,284329,15024,0,40,52, >50K
 Male, Self-emp-not-inc, White, Prof-school, United-States, Married-civ-spouse, Prof-specialty, Husband,15,127894,0,0,60,33, >50K
 Female, Private, Asian-Pac-Islander, Bachelors, Haiti, Never-married, Handlers-cleaners, Not-in-family,13,196899,0,0,50,35, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Craft-repair, Husband,9,212534,0,0,40,58, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Craft-repair, Husband,9,71209,0,0,45,61, >50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Exec-managerial, Husband,13,237943,99999,0,70,39, >50K
 Male, Private, White, 11th, United-States, Married-civ-spouse, Craft-repair, Husband,7,190759,0,0,40,38, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Exec-managerial, Husband,9,100313,0,1887,40,59, >50K
 Male, Private, White, Bachelors, United-States, Divorced, Exec-managerial, Not-in-family,13,344624,0,0,50,41, >50K
 Female, ?, White, 9th, United-States, Separated, ?, Unmarried,5,194024,0,0,50,27, <=50K
 Male, Private, White, 11th, United-States, Never-married, Transport-moving, Other-relative,7,87497,0,0,10,19, <=50K
 Male, Private, White, Some-college, United-States, Never-married, Handlers-cleaners, Own-child,10,236907,0,0,20,22, <=50K
 Female, Private, White, Assoc-acdm, United-States, Widowed, Exec-managerial, Unmarried,12,169639,0,0,40,59, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Craft-repair, Husband,9,105803,3103,0,45,37, >50K
 Male, Private, White, 12th, United-States, Married-civ-spouse, Craft-repair, Husband,8,149507,0,0,43,31, <=50K
 Male, Private, White, 11th, United-States, Never-married, Handlers-cleaners, Not-in-family,7,294387,0,0,40,18, <=50K
 Female, Private, White, Some-college, United-States, Never-married, Sales, Own-child,10,161708,0,0,35,20, <=50K
 Male, Private, White, HS-grad, United-States, Never-married, Transport-moving, Not-in-family,9,282389,0,0,60,28, <=50K
 Female, Private, White, Some-college, United-States, Never-married, Other-service, Own-child,10,64940,0,0,30,28, <=50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Exec-managerial, Husband,13,195727,0,0,40,49, <=50K
 Male, Local-gov, White, HS-grad, United-States, Married-civ-spouse, Protective-serv, Husband,9,37931,0,0,40,38, >50K
 Male, Private, White, HS-grad, United-States, Never-married, Sales, Own-child,9,170720,0,0,20,19, <=50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Exec-managerial, Husband,13,152958,7298,0,40,43, >50K
 Male, Private, Black, HS-grad, United-States, Married-civ-spouse, Exec-managerial, Husband,9,312372,15024,0,40,28, >50K
 Female, Private, Black, Some-college, El-Salvador, Divorced, Adm-clerical, Not-in-family,10,39581,0,0,24,41, <=50K
 Male, Private, White, Masters, United-States, Married-civ-spouse, Exec-managerial, Husband,14,206862,0,0,65,50, >50K
 Male, Private, White, Bachelors, Portugal, Divorced, Adm-clerical, Not-in-family,13,216934,0,0,40,46, <=50K
 Male, Private, White, Some-college, United-States, Never-married, Farming-fishing, Own-child,10,143062,0,0,40,20, <=50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Exec-managerial, Husband,13,242391,0,0,60,45, >50K
 Female, Private, White, Some-college, United-States, Never-married, Exec-managerial, Not-in-family,10,165030,0,0,50,28, <=50K
 Female, Private, White, Some-college, United-States, Married-civ-spouse, Other-service, Wife,10,199251,0,0,40,37, <=50K
 Male, Self-emp-not-inc, White, Doctorate, United-States, Married-civ-spouse, Prof-specialty, Husband,16,353012,0,1902,50,46, >50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Handlers-cleaners, Husband,9,174491,0,0,40,66, <=50K
 Female, ?, White, Some-college, United-States, Married-civ-spouse, ?, Own-child,10,333305,0,0,40,35, <=50K
 Female, Private, White, Bachelors, United-States, Married-civ-spouse, Adm-clerical, Wife,13,203138,0,0,50,38, >50K
 Male, Private, White, 11th, United-States, Never-married, Handlers-cleaners, Own-child,7,220220,0,0,45,25, <=50K
 Male, Federal-gov, White, Prof-school, United-States, Married-civ-spouse, Exec-managerial, Husband,15,305850,15024,0,40,55, >50K
 Male, Local-gov, White, 7th-8th, United-States, Married-civ-spouse, Transport-moving, Husband,4,273402,0,1902,40,48, <=50K
 Female, Private, White, Some-college, United-States, Widowed, Craft-repair, Unmarried,10,201344,0,0,38,56, <=50K
 Male, Self-emp-not-inc, White, Masters, United-States, Married-civ-spouse, Exec-managerial, Husband,14,218676,0,0,45,47, <=50K
 Male, Self-emp-not-inc, White, Bachelors, United-States, Married-civ-spouse, Exec-managerial, Husband,13,141807,0,0,40,55, >50K
 Male, State-gov, White, Assoc-acdm, United-States, Married-civ-spouse, Protective-serv, Husband,12,222434,0,0,40,41, <=50K
 Male, Private, White, Some-college, United-States, Married-civ-spouse, Sales, Husband,10,266860,0,0,65,47, >50K
 Male, Private, Amer-Indian-Eskimo, HS-grad, United-States, Never-married, Exec-managerial, Not-in-family,9,34113,6849,0,43,40, <=50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Sales, Husband,13,159549,0,0,40,41, <=50K
 Female, Private, Other, Some-college, United-States, Never-married, Sales, Own-child,10,195248,0,0,20,21, <=50K
 Male, Private, White, HS-grad, United-States, Never-married, Sales, Not-in-family,9,109413,0,0,40,52, <=50K
